Name,Date of First Email Sent,Day of First Email Sent,Date of First Received Email,Date of Last Interaction,Current Stage,Previous Stage,Stages (Grouped),Response,State,Region,Tuition,Role,Grade,Financial Aid %,Sent Email Count,Received Email Count,Date Created,Outreach Type,Last Email From,# of families that we connected',Calls,Newsletter?
Montessori Academy of Chicago,2024/03/02 11:41 PM,Saturday,,2024/07/06 11:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,15 - 20K,Head of School,,2,11,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Montessori School Greater Hartford,2024/03/15 10:57 PM,Friday,,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,15 - 20K,Learning Specialist,,25,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Montessori School of Fort Worth,2024/04/08 11:03 PM,Monday,2024/04/08 11:03 PM,2024/07/05 10:19 AM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,TX,South,10 - 15K,Head of School,,,8,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Montessori School of Lake Forest,2024/03/02 11:31 PM,Saturday,,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,15 - 20K,Education Director,,,7,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Montfort Academy,2024/03/02 11:39 PM,Saturday,,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,15 - 20K,Dean of Academics,,,9,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Montverde Academy,2024/02/24 11:01 PM,Saturday,,2024/07/04 9:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,25 - 30K,Director of Learning Support Services,,25 / Boarding 56K,11,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Moriah School,2024/04/22 11:02 PM,Monday,,2024/06/30 1:12 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,"Director, Student Support Services",,25,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Morris Catholic High School,2024/04/15 11:44 PM,Monday,,2024/07/05 10:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,Academic Advisor,,25,8,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Morristown Beard School,2024/01/29 11:37 PM,Monday,,2024/06/29 12:58 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,50 - 55K,Center For Teaching and Learning,,20,15,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Mounds Park Academy,2023/11/07 12:08 AM,Tuesday,2024/07/03 11:26 PM,2024/07/03 8:26 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MN,Midwest,35 - 40K,Upper School Learning Specialist,,,17,1,2023/11/03 11:56 AM,,lschwalen@moundsparkacademy.org,,,Sent
Mount de Sales Academy,2024/04/22 11:33 PM,Monday,2024/07/01 4:11 AM,2024/06/30 1:11 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,School Counselor/Blue and Yellow Class Counselor,,49,7,1,2024/04/20 6:38 AM,,jd'antonio@mountdesales.org,,,
Mount Dora Christian Academy,2024/02/16 11:41 PM,Friday,,2024/07/06 11:32 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,10 - 15K,Director of Academic Support,,40,12,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
Mount Saint Joseph Academy,2024/01/10 12:48 AM,Wednesday,,2024/07/03 8:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,PA,Northeast,20 - 25K,Learning Specialist,,31%,10,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Mount Saint Mary Academy,2024/01/29 11:44 PM,Monday,2024/01/29 11:44 PM,2024/07/04 9:21 AM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,NJ,Northeast,25 - 30K,School Counselor,,23,8,1,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,
Mountain Laurel Waldorf School,2024/03/08 11:31 PM,Friday,2024/04/01 10:15 PM,2024/07/04 9:25 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,15 - 20K,Head Administrator & Enrollment Director,,20,7,1,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Mt. Helix Academy - Tiee,2024/02/24 11:03 PM,Saturday,,2024/07/04 9:28 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,20 - 25K,Director,,,7,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Nardin Academy,2024/03/08 11:51 PM,Friday,2024/03/08 11:51 PM,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,15 - 20K,"Director of Montessori, Lower and Middle School Admissions",,,14,1,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Nashoba Brooks School,2024/03/15 10:34 PM,Friday,,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,30 - 35K,"Learning Specialist, Director of Academic Support for Middle School",,22,9,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Near North Montessori School,2024/03/02 11:37 PM,Saturday,2024/07/05 12:18 AM,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,20 - 25K,Interim Head of School,,15,7,1,2024/02/29 12:23 PM,,agarcia@nnms.org,,,Sent
New Covenant Academy,2024/05/06 11:30 PM,Monday,,2024/07/06 11:26 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,15 - 20K,Principal,,40,8,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
New Hope Academy,2024/04/22 11:34 PM,Monday,,2024/06/30 1:21 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,10 - 15K,"Director of Education, Counselor",,25,8,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
New Horizon School,2024/04/15 11:05 PM,Monday,,2024/07/05 10:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,20 - 25K,Head of School,,5,9,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
New Jersey Japanese School,2024/04/22 11:37 PM,Monday,,2024/06/30 1:23 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,10 - 15K,Principal of the Japanese School of New Jersey,,,12,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
New Life Academy,2024/04/29 11:14 PM,Monday,2024/04/29 11:14 PM,2024/06/30 1:20 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,MN,Midwest,10 - 15K,Academic Dean,,25,11,1,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
New School of Monmouth County,2024/04/22 11:31 PM,Monday,,2024/06/30 1:12 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,Educational Director,,,10,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Newark Academy,2024/01/30 12:28 AM,Tuesday,2024/06/26 11:23 PM,2024/07/06 11:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,45 - 50K,Learning Specialist,,17,12,2,2024/01/26 3:16 PM,,ckrtil@newarka.edu,,,Sent
NewGate School,2024/02/24 11:09 PM,Saturday,,2024/07/06 11:28 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,15 - 20K,Head of School,,33,10,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Newtown Friends School,2024/01/10 12:19 AM,Wednesday,,2024/06/29 1:00 PM,Received Summer Drip,,"New Contacts, Sent Mail Merges",No response yet,PA,Northeast,25 - 30K,School Counselor,,40%,15,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Next Generation School,2024/03/02 11:30 PM,Saturday,,2024/07/04 9:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,15 - 20K,Head of School,,,8,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Nolan Catholic High School,2024/03/29 11:12 PM,Friday,,2024/06/29 1:01 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Dean of Students,,,8,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Nora School,2024/04/22 11:14 PM,Monday,,2024/06/30 1:12 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,35 - 40K,School Counselor,,22,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
North Shore Country Day,2023/11/02 1:06 AM,Thursday,2023/11/03 11:31 PM,2024/07/03 8:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,40 - 45K,Middle School Counselor,,,12,2,2023/11/01 9:36 AM,,precious@efcoachtutors.com,,,Sent
Northern Academy,2024/03/02 11:35 PM,Saturday,,2024/07/06 11:26 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,20 - 25K,Academic Dean,,Boarding 35k,12,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Northfield Mount Hermon,2024/03/15 10:55 PM,Friday,,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,40 - 45K,Academic Coach,,31,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Northland Christian Schools,2024/05/06 11:36 PM,Monday,2024/05/06 11:36 PM,2024/07/06 11:22 AM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,MO,Midwest,10 - 15K,Secondary Counselor & Academic Advisor,,15,12,1,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Northside Christian School,2024/02/16 11:30 PM,Friday,,2024/06/29 12:53 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,10 - 15K,Principal (Middle/High),,18,10,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
Northstar School,2024/03/23 1:05 AM,Saturday,,2024/07/05 10:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Head of School,,,14,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Northwest School,2024/01/29 11:38 PM,Monday,2024/07/03 11:20 PM,2024/07/03 8:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,40 - 45K,Learning Services Coordinator,,25,10,1,2024/01/26 3:16 PM,,sarah.ziker@northwestschool.org,,,Sent
Northwest Yeshiva High School,2024/04/08 11:31 PM,Monday,,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,30 - 35K,Social Emotional Support Coordinator,,60,9,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Norwich Free Academy,2023/11/14 11:38 PM,Tuesday,2024/04/08 10:37 PM,2024/07/03 8:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,20 - 25K,School Counselor,,,14,2,2023/11/13 11:00 PM,,zinna@nfaschool.org,,,Sent
Notre Dame Academy,2024/03/15 10:50 PM,Friday,,2024/07/03 8:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,20 - 25K,Student Learning Commons Instructor,,,13,0,2023/11/13 11:00 PM,,rklier@ndala.com,,,Sent
Notre Dame Academy,2024/03/15 10:50 PM,Friday,,2024/07/04 9:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,15 - 20K,School and College Counselor,,25,9,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Notre Dame de Sion Grade School,2024/05/06 11:33 PM,Monday,,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,15 - 20K,School Counselor,,49,10,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Notre Dame High School - Belmont,2024/05/06 11:41 PM,Monday,2024/07/07 2:18 AM,2024/07/06 11:18 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,25 - 30K,School Counselor,,20,10,1,2024/05/06 4:53 AM,,cchristenson@ndhsb.org,,,
Notre Dame Preparatory School,2024/04/22 11:14 PM,Monday,,2024/06/30 1:11 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,20 - 25K,Academic Dean,,31,9,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
NSU University School,2024/01/29 11:47 PM,Monday,2024/06/30 3:57 AM,2024/06/29 12:57 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,FL,South,30 - 35K,Upper School Counselor,,15,10,1,2024/01/26 3:16 PM,,jgreenip@nova.edu,,,
O'Dea High School,2024/04/08 11:09 PM,Monday,2024/04/08 11:09 PM,2024/07/05 10:27 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,10 - 15K,Counseling,,32,5,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Oak Hill Academy,2024/04/08 11:09 PM,Monday,,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,School Counselor,,,7,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Oak Hill School,2024/02/16 11:40 PM,Friday,,2024/07/03 8:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,15 - 20K,Director of middle school,,40,10,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
Oak Meadow Montessori School,2024/03/15 10:59 PM,Friday,,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,20 - 25K,Learning Specialist,,25,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Oakhill Day School,2024/05/06 11:31 PM,Monday,,2024/07/06 11:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,15 - 20K,Learning Support Specialist,,18,8,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Oakridge School,2024/03/23 1:07 AM,Saturday,,2024/07/04 9:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,25 - 30K,School Counselor,,,7,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Ojai Valley School,2024/05/06 11:36 PM,Monday,,2024/07/06 11:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,30 - 35K,Middle School Learning Center,,"33, Boarding 68K",8,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Okemo Mountain School,2024/03/23 1:06 AM,Saturday,,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,VT,Northeast,30 - 35K,Dean of Academics,,,7,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Old Trail School,2024/01/10 12:45 AM,Wednesday,,2024/07/03 8:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OH,Midwest,20 - 25K,Literacy & Math Specialist,,35%,10,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Oldfields School,2024/04/22 11:14 PM,Monday,,2024/06/30 1:12 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,35 - 40K,Head of School,,"45, Boarding 64K",9,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Olympia Waldorf School,2024/04/15 11:05 PM,Monday,,2024/07/05 10:25 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,10 - 15K,Student Affairs Manager,,,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Oneness-Family School,2024/04/22 11:01 PM,Monday,2024/04/22 11:01 PM,2024/06/30 1:19 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,35 - 40K,Head of School,,22,7,1,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Open Window School,2024/04/15 11:07 PM,Monday,,2024/07/05 10:29 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,30 - 35K,School Counselor,,15,12,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Oratory Preparatory School,2024/04/15 11:43 PM,Monday,,2024/07/05 10:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,25 - 30K,Director of College Counseling,,,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Oregon Episcopal School,2023/11/15 12:30 AM,Wednesday,2023/11/15 12:30 AM,2024/07/03 8:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,40 - 45K,Learning Resource Coordinator,,,27,2,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Our Lady of Good Counsel High School,2024/04/22 11:01 PM,Monday,,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,30 - 35K,Counselor,,,9,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Our Lady of Mercy School for Young Women,2024/03/08 11:32 PM,Friday,2024/04/01 10:16 PM,2024/07/04 9:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,10 - 15K,Dean of Academics,,40,8,2,2024/03/07 11:35 AM,,eguzzetta@mercyhs.com,,,Sent
